编号	纳税人识别号,纳税人名称,信用级别,评价年度,税务机关
1,91230199712027009U,黑龙江瑞兴科技股份有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,91230199712044159G,哈尔滨高科技集团房地产开发有限公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局第三税务所
1,91230199718406499L,凯斯纽荷兰工业（哈尔滨）机械有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,91230199718440144J,哈尔滨市产品检测技术研究所,2018,国家税务总局哈尔滨经济技术开发区税务局第三税务所
1,912301997184988487,哈尔滨开发区明矩工程质量检测有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局新伟税务所
1,91230199702846035D,黑龙江江世药业有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,91231000556121246D,中国邮政速递物流股份有限公司牡丹江市分公司,2018,牡丹江市爱民区税务局向阳税务所
1,91231000560612814F,牡丹江雪城双燃料销售有限公司,2018,牡丹江经济开发区税务局税源管理一股
1,9123100057423333XR,牡丹江市嘉广商贸有限公司,2018,牡丹江市西安区税务局江滨税务所
1,912310005786784247,牡丹江市百瑞林商贸有限公司,2018,牡丹江市阳明区税务局桦橡税务所
1,91231000583831366J,黑龙江省运通高速公路管理发展有限公司牡丹江分公司,2018,牡丹江经济开发区税务局税源管理二股
1,912310005881453651,牡丹江舜隆重型机械有限公司,2018,牡丹江市阳明区税务局机车税务所
1,91231000598219380X,牡丹江市瀚博电子科技有限公司,2018,牡丹江市东安区税务局七星税务所
1,91231000606385451U,黑龙江省牡丹江地质工程勘察院,2018,牡丹江市爱民区税务局向阳税务所
1,912310006065342857,牡丹江灵泰药业股份有限公司,2018,牡丹江经济开发区税务局税源管理一股
1,912307021295325344,黑龙江省烟草公司伊春市公司,2018,伊春市伊春区税务局城区税务所
1,9123070574442157XQ,伊春市西钢报废汽车回收中心,2018,伊春市西林区税务局税源管理二股
1,91230722551345208M,伊春市捷扬房地产开发有限公司,2018,嘉荫县税务局第二税务分局
1,9123078159273308XL,铁力市东岳农机销售有限公司,2018,铁力市税务局农场税务分局
1,912307817469798849,哈尔滨轴承集团铁力轴承有限公司,2018,铁力市税务局第二税务分局
1,91230800061753874Q,佳木斯电机股份有限公司电机服务公司,2018,国家税务总局佳木斯市前进区税务局第二税务所
1,912310003085296992,牡丹江哈利进出口有限公司,2018,牡丹江市西安区税务局先锋税务所
1,91231000308652419M,牡丹江利民劳务派遣有限公司,2018,牡丹江市西安区税务局第二税务分局
1,912310003333474836,牡丹江世刚新型节能环保建筑材料有限公司,2018,牡丹江市阳明区税务局磨刀石税务所
1,912310005513001063,哈尔滨柏年康成健康管理有限公司牡丹江东安分公司,2018,牡丹江市东安区税务局长安税务所
1,912301087313405005,哈尔滨东轻北方铝材有限公司,2018,国家税务总局哈尔滨市平房区税务局新疆税务所
1,91230108733647311L,黑龙江正阳家电有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,9123010873459467X7,哈尔滨昱鑫机械设备制造有限公司,2018,国家税务总局哈尔滨市平房区税务局建安税务所
1,91230108734610916J,哈尔滨永盛铝业有限责任公司,2018,国家税务总局哈尔滨市平房区税务局新疆税务所
1,91230108734626045J,哈尔滨市天鑫运输有限责任公司,2018,国家税务总局哈尔滨市平房区税务局友协税务所
1,912301087386328215,哈尔滨市盛世磨料磨具有限公司,2018,国家税务总局哈尔滨市平房区税务局保国税务所
1,91230700731289696F,伊春欧深木业有限责任公司,2018,伊春市红星区税务局税源管理股
1,91230700762744399X,中国太平洋财产保险股份有限公司伊春中心支公司,2018,伊春市伊春区税务局城区税务所
1,912307008295071969,伊春市新华书店有限公司西林分公司,2018,伊春市西林区税务局税源管理二股
1,91230700829574014M,中国人寿保险股份有限公司伊春分公司,2018,伊春市西林区税务局税源管理一股
1,91230108127421101T,哈尔滨东安建筑工程有限公司,2018,国家税务总局哈尔滨市平房区税务局第二税务所
1,912301081274212679,哈尔滨市安宇迪机械制造有限公司,2018,国家税务总局哈尔滨市平房区税务局联盟税务所
1,91230108127422630E,哈尔滨市航天合成润滑油有限公司,2018,国家税务总局哈尔滨市平房区税务局平新税务所
1,91230108127426017W,哈尔滨鑫泽机械制造有限责任公司,2018,国家税务总局哈尔滨市平房区税务局友协税务所
1,912301081274320970,哈尔滨实飞车桥制造有限公司,2018,国家税务总局哈尔滨市平房区税务局兴建税务所
1,912301081274359336,哈尔滨中航广告有限公司,2018,国家税务总局哈尔滨市平房区税务局友协税务所
1,91230108127659531T,哈尔滨奔腾汽车出租有限公司,2018,国家税务总局哈尔滨市平房区税务局新疆税务所
1,912301087236561343,哈尔滨市永利金属加工有限公司,2018,国家税务总局哈尔滨市平房区税务局新疆税务所
1,91230108723682017Y,哈尔滨咸通公交联营汽车有限公司,2018,国家税务总局哈尔滨市平房区税务局新伟税务所
1,9123010872769674XB,哈尔滨东安进出口有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局新伟税务所
1,91230108056309920K,哈尔滨逸昆压铸有限公司,2018,国家税务总局哈尔滨市平房区税务局平房税务所
1,912301080636883086,哈尔滨万谊增电力设备销售有限公司,2018,国家税务总局哈尔滨市平房区税务局兴建税务所
1,91230108070043671M,吉林鑫佳泰实业集团有限公司哈尔滨分公司,2018,国家税务总局哈尔滨市平房区税务局新伟税务所
1,912301080860040524,哈尔滨方舟餐饮有限公司,2018,国家税务总局哈尔滨市平房区税务局新疆税务所
1,912301081000058104,中国飞龙通用航空有限公司,2018,国家税务总局哈尔滨市平房区税务局友协税务所
1,91230108127062671A,哈尔滨东安科技实业有限公司,2018,国家税务总局哈尔滨市平房区税务局平房税务所
1,912302271288100297,黑龙江省富裕老窖酒业有限公司,2018,国家税务总局富裕县税务局第二税务分局
1,91230227790531630E,黑龙江光明营养品有限公司,2018,国家税务总局富裕县税务局第二税务分局
1,91230300128930207D,鸡西市东北王酒业有限责任公司,2018,国家税务总局鸡西市鸡冠区税务局税源管理一股
1,91230300308648719D,鸡西市我爱我家医药连锁有限公司南园大药房,2018,国家税务总局鸡西市鸡冠区税务局城区税务分局
1,91230206716620942H,齐齐哈尔市富拉尔基区道路运输经营服务处,2018,国家税务总局齐齐哈尔市富拉尔基区税务局红岸税务所
1,91230206755344514L,齐齐哈尔中晟工业服务有限公司,2018,国家税务总局齐齐哈尔市富拉尔基区税务局铁西税务所
1,91230206MA19532F8Y,齐齐哈尔市富橡聚氨酯制品厂,2018,国家税务总局齐齐哈尔市富拉尔基区税务局红岸税务所
1,91230208128502907G,齐齐哈尔市共和加油站,2018,国家税务总局齐齐哈尔市梅里斯达斡尔族区税务局共和税务所
1,9123022106608434XG,龙江元盛食品有限公司雪牛分公司,2018,国家税务总局龙江县税务局七棵树税务分局
1,91230221777859834P,龙江元盛食品有限公司,2018,国家税务总局龙江县税务局第二税务分局
1,91230223565190112B,依安县南方农业机械有限公司,2018,国家税务总局依安县税务局依安税务分局
1,91230223746985248G,依安县洪运面粉有限公司,2018,国家税务总局依安县税务局先锋税务分局
1,91230224744424797E,泰来县东北农机有限责任公司,2018,国家税务总局泰来县税务局税源管理股
1,912302257213599967,黑龙江鹤城酒业有限公司,2018,国家税务总局甘南县税务局第二税务分局
1,912301996968413259,哈尔滨基楚电子科技有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第三税务所
1,912301997028368656,中国平安财产保险股份有限公司黑龙江分公司,2018,国家税务总局哈尔滨市南岗区税务局第三税务所
1,91230204728959564L,齐齐哈尔神龙百货有限公司,2018,国家税务总局齐齐哈尔市铁锋区税务局百花园税务所
1,91230204772613907H,齐齐哈尔光明运输代理服务有限公司,2018,国家税务总局齐齐哈尔市铁锋区税务局税源管理二股
1,91230205556103507J,齐齐哈尔华仑燃气有限公司,2018,国家税务总局齐齐哈尔市昂昂溪区税务局城区税务所
1,9123020569520421XX,齐齐哈尔六和威望饲料有限公司,2018,国家税务总局齐齐哈尔市昂昂溪区税务局城区税务所
1,91230206073313585Q,齐齐哈尔富通燃气有限责任公司,2018,国家税务总局齐齐哈尔市富拉尔基区税务局红岸税务所
1,91230206128438853N,齐齐哈尔市富拉尔基橡胶厂经销处,2018,国家税务总局齐齐哈尔市富拉尔基区税务局红岸税务所
1,91230206325896036Y,齐齐哈尔盛和通用设备制造有限公司,2018,国家税务总局齐齐哈尔市富拉尔基区税务局宝石税务所
1,91230206672931393N,齐齐哈尔市建昌商贸有限公司,2018,国家税务总局齐齐哈尔市富拉尔基区税务局宝石税务所
1,91230199680290725Q,哈尔滨千家万卷文化传播有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第五税务所
1,91230199686008356C,哈尔滨红帆船商贸有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,912301996860183867,黑龙江恒拓市政工程有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第二税务所
1,912301996860394511,哈尔滨鑫天翔电气设备经销有限公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局第三税务所
1,91230199686039937X,哈尔滨麦斯特国际贸易有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,91230199690712784B,哈尔滨农联经贸有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,91230199690717147J,哈尔滨泓淇环境科技有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,9123019969074935XQ,哈尔滨奥松机器人科技股份有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230199692636869L,黑龙江云水环境技术服务有限公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局第三税务所
1,91230199696834248W,黑龙江达安科技发展有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第二税务所
1,91230199665690122J,海通证券股份有限公司哈尔滨中山路证券营业部,2018,国家税务总局哈尔滨市南岗区税务局第三税务所
1,91230199665691598A,海通证券股份有限公司哈尔滨长江路证券营业部,2018,国家税务总局哈尔滨市南岗区税务局第三税务所
1,91230199672132065W,黑龙江盈众文化传播有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第五税务所
1,91230199672135223K,哈尔滨滨大科技有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,91230199676956328W,黑龙江省众恒机械有限公司,2018,国家税务总局哈尔滨市香坊区税务局幸福税务所
1,912301996769760467,哈尔滨欧德瑞电气设备有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第二税务所
1,9123019968026798X0,哈尔滨平义龙江环保治水有限责任公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,9123019968026798X0,哈尔滨平义龙江环保治水有限责任公司,2018,国家税务总局哈尔滨市道外区税务局新一税务所
1,912301996802758165,哈尔滨晨宇环境工程技术有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,91230700598218935T,黑龙江龙采科技集团有限责任公司伊春分公司,2018,伊春市伊春区税务局城区税务所
1,912306246814056278,杜尔伯特润生村镇银行有限责任公司,2018,杜尔伯特蒙古族自治县税务局第二税务分局
1,912307000019552207,国网黑龙江省电力有限公司伊春供电公司,2018,伊春市西林区税务局税源管理一股
1,9123070006176846X5,龙江银行股份有限公司伊春新兴支行,2018,伊春市伊春区税务局城区税务所
1,912307000777794387,伊春盛世奥美科技有限公司,2018,伊春市伊春区税务局城区税务所
1,91230700129575606L,黑龙江龙钢宏达物资经销有限公司,2018,伊春市西林区税务局税源管理二股
1,912307005513211504,伊春市太阳雨置业有限公司,2018,伊春市伊春区税务局城区税务所
1,91230700560646782N,太平人寿保险有限公司伊春中心支公司,2018,伊春市伊春区税务局城区税务所
1,91230700565171368M,黑龙江省鑫沐人力资源服务有限责任公司,2018,伊春市伊春区税务局城区税务所
1,912307006926337133,伊春市申通速递有限公司,2018,伊春市伊春区税务局税源管理一股
1,91230700726884140K,伊春林都房地产开发有限公司,2018,伊春市伊春区税务局城区税务所
1,91230621772646530D,肇州县丰林农机加油站,2018,肇州县税务局朝阳沟税务分局
1,91230622308616370N,肇源县胜平皮革加工有限公司,2018,肇源县税务局第二税务分局
1,91230622325905895Y,肇源县鑫峰皮革制品加工有限公司,2018,肇源县税务局第二税务分局
1,91230622560634116A,黑龙江广播电视网络股份有限公司肇源分公司,2018,肇源县税务局第二税务分局
1,9123062276270184X5,肇源县龙祥房地产开发有限公司,2018,肇源县税务局肇源税务分局
1,91230623560622270U,黑龙江广播电视网络股份有限公司林甸分公司,2018,林甸县税务局林甸税务分局
1,91230623702730884X,林甸县百姓医药连锁有限责任公司政军分店,2018,林甸县税务局林甸税务分局
1,91230624052888443C,杜尔伯特蒙古族自治县堋苧鑫牧业有限公司,2018,杜尔伯特蒙古族自治县税务局他拉哈税务分局
1,912306241287857593,杜尔伯特蒙古族自治县盐业公司,2018,杜尔伯特蒙古族自治县税务局第二税务分局
1,912306245786898525,黑龙江省连环湖国际温泉旅游度假区管理有限公司,2018,杜尔伯特蒙古族自治县税务局烟筒屯税务分局
1,912301047930879269,哈尔滨鸿瑞农资有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,912301047930966898,哈尔滨远达化学试剂批发站,2018,国家税务总局哈尔滨市道外区税务局太古税务所
1,912301047992593973,哈尔滨市兴龙环卫设施有限公司,2018,国家税务总局哈尔滨市道外区税务局新一税务所
1,91230104799272532M,哈尔滨鑫硕橡塑制品有限责任公司,2018,国家税务总局哈尔滨市道外区税务局振江税务所
1,9123010479929087XF,迅达集团湖南销售有限公司哈尔滨分公司,2018,国家税务总局哈尔滨市道外区税务局南直税务所
1,91230104827248696J,中国农业银行股份有限公司哈尔滨道外支行,2018,国家税务总局哈尔滨市道外区税务局第三税务所
1,912301048272839935,哈尔滨红光锅炉总厂有限责任公司,2018,国家税务总局哈尔滨市道外区税务局第六税务所
1,9123010482775760XX,哈尔滨光宇电器有限责任公司远东标准件商店,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230621131531223K,肇州县客运公司,2018,肇州县税务局肇州税务分局
1,91230621560626781C,黑龙江广播电视网络股份有限公司肇州分公司,2018,肇州县税务局肇州税务分局
1,912301047813078487,哈尔滨科器分析化验仪器有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,912301047813145462,哈尔滨市联宇机电设备有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104781322810N,哈尔滨康泰润滑油有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,912301047813389351,哈尔滨庆钢金属材料有限公司,2018,国家税务总局哈尔滨市道外区税务局化工税务所
1,91230104781934489Q,黑龙江省置信房地产开发集团有限公司,2018,国家税务总局哈尔滨市南岗区税务局革新税务所
1,9123010478751897XA,哈尔滨兴隆保温材料有限公司,2018,国家税务总局哈尔滨市道外区税务局新一税务所
1,91230104787521255B,黑龙江省秦德医药有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104793050111H,哈尔滨市明昊糖业有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104793057321G,哈尔滨海晖医药连锁有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104793077496C,哈尔滨冠天医疗器材有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104775007232G,黑龙江宇顺园林绿化工程有限责任公司,2018,国家税务总局哈尔滨市道外区税务局第三税务所
1,91230104775033940D,哈尔滨市建国医药连锁有限公司武源分店,2018,国家税务总局哈尔滨市道外区税务局南直税务所
1,91230104775048229B,哈尔滨晨升经贸有限公司,2018,国家税务总局哈尔滨市道外区税务局团结税务所
1,91230104MA18XD2393,黑龙江省宝乾钢结构工程有限公司,2018,国家税务总局哈尔滨市道外区税务局第三税务所
1,91230300551340300X,鸡西鸡力经贸有限公司,2018,国家税务总局鸡西市城子河区税务局税源管理一股
1,9123030056515164XH,哈尔滨柏年康成健康管理有限公司鸡西分公司,2018,国家税务总局鸡西市鸡冠区税务局城区税务分局
1,91230300565177284C,龙江银行股份有限公司鸡西分行,2018,国家税务总局鸡西市鸡冠区税务局城区税务分局
1,912303005838320003,鸡西市龙发经贸有限公司,2018,国家税务总局鸡西市鸡冠区税务局城区税务分局
1,912303006638614693,鸡西市灵峰药房连锁有限公司,2018,国家税务总局鸡西市鸡冠区税务局城区税务分局
1,91230300669020986J,海通证券股份有限公司鸡西中心大街证券营业部,2018,国家税务总局鸡西市鸡冠区税务局城区税务分局
1,91230221077765351W,飞鹤（龙江）乳品有限公司,2018,国家税务总局龙江县税务局第二税务分局
1,912302217860340250,国能龙江生物发电有限公司,2018,国家税务总局龙江县税务局第二税务分局
1,91230223598217422D,齐齐哈尔市百姓弘发医药连锁有限公司依安宏达分店,2018,国家税务总局依安县税务局税源管理股
1,91230224077752534D,泰来县正邦化肥有限公司,2018,国家税务总局泰来县税务局税源管理股
1,91230225308512993B,黑龙江卫诺恩生物技术有限公司,2018,国家税务总局甘南县税务局中兴税务分局
1,91230225739652488Q,黑龙江省宏达酒业有限责任公司,2018,国家税务总局甘南县税务局第二税务分局
1,91230227560627450E,黑龙江广播电视网络股份有限公司富裕分公司,2018,国家税务总局富裕县税务局富裕税务分局
1,91230227E68314091H,富裕县鸿源供水有限公司,2018,国家税务总局富裕县税务局富裕税务分局
1,9123030012893518X8,黑龙江省烟草公司鸡西市公司,2018,国家税务总局鸡西市鸡冠区税务局城区税务分局
1,91230300308683303X,黑龙江仁邦禽业有限公司,2018,国家税务总局鸡西市梨树区税务局税源管理股
1,9123019966388226XF,永诚财产保险股份有限公司黑龙江分公司,2018,国家税务总局哈尔滨市南岗区税务局第三税务所
1,91230199665651692E,哈尔滨海烨城经贸有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,912301996656752054,哈尔滨创盛科技有限责任公司,2018,国家税务总局哈尔滨经济技术开发区税务局平盛税务所
1,91230199665677366H,哈尔滨工业大学水资源国家工程研究中心有限公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局第三税务所
1,91230206560639988F,齐齐哈尔天恃重工机械制造有限公司,2018,国家税务总局齐齐哈尔市富拉尔基区税务局铁东税务所
1,912302066848553085,齐齐哈尔市达强混凝土制造有限公司,2018,国家税务总局齐齐哈尔市富拉尔基区税务局铁西税务所
1,91230206721365819W,齐齐哈尔市富拉尔基区静明墓园,2018,国家税务总局齐齐哈尔市富拉尔基区税务局长青税务所
1,912302067586914906,齐齐哈尔市华龙殡葬有限责任公司,2018,国家税务总局齐齐哈尔市富拉尔基区税务局长青税务所
1,912302070660813924,齐齐哈尔九美伟业商贸有限公司,2018,国家税务总局齐齐哈尔市碾子山区税务局税源管理一股
1,91230208556111822T,黑龙江昊兴石油销售有限公司,2018,国家税务总局齐齐哈尔市梅里斯达斡尔族区税务局税源管理一股
1,91230199585145626L,哈尔滨天美誉贸易有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,912301995919002105,哈尔滨广通电影电视制作有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第五税务所
1,912301995919456892,黑龙江省亿康达医疗器械有限责任公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局松祥税务所
1,91230199598455287B,哈尔滨斯特莱茵环境科技有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,91230199598476803F,黑龙江环农工程科技有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,912301995984772084,哈尔滨芳杰服饰有限公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局松祥税务所
1,912301995984951157,哈尔滨新安通线缆有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局平盛税务所
1,91230199598495211G,哈尔滨瑞信科技有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第二税务所
1,91230199607173645K,哈尔滨一洲制药有限公司,2018,国家税务总局哈尔滨市平房区税务局平新税务所
1,91230199607175114F,哈尔滨顶益食品有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,912301995526481552,哈尔滨中彤呈运商贸有限公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局第四税务所
1,91230199565400829R,黑龙江浦北名家房地产开发有限公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局第三税务所
1,91230199565436418H,哈尔滨盛泰跃达商贸有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,91230199571913946U,哈尔滨保尔英利进出口贸易有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第二税务所
1,91230199571946107A,深圳市航天物业管理有限公司哈尔滨分公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局第三税务所
1,912301995780706970,哈尔滨迈远电子商务有限公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局松祥税务所
1,91230199578093047X,哈尔滨东鸿房地产开发有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第二税务所
1,91230199585117465H,黑龙江迪维乐电力设计有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第三税务所
1,91230607769225460T,大庆市华峻房地产开发有限公司,2018,大庆市让胡路区税务局税源管理二股
1,9123060777264800XX,大庆兴洲电气有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,912306075561240410,大庆润丰源科技有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,912306075742479185,大庆市鑫合农产品经贸有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,912306075838378486,大庆三石废弃资源回收利用有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,91230607598214416J,黑龙江速安机电设备有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,91230607663898181R,大庆市德创石油化工有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,912306077028916882,大庆开发区路通润滑油有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,912306077213312992,大庆市华兴化工有限责任公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,91230607726917491Y,大庆开发区振兴工程监理有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,912306077396966758,大庆创业广场有限责任公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,91230607752363111D,黑龙江弘禧通信工程有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,912306045698586184,大庆凯圣达石油科技有限公司,2018,大庆市让胡路区税务局税源管理二股
1,91230604578669720P,中国石油运输有限公司大庆燃气运输分公司,2018,大庆市让胡路区税务局税源管理一股
1,912306067110852661,大庆家良食品有限公司,2018,大庆市大同区税务局税源管理一股
1,91230607057415151B,大庆红星美凯龙世博家居有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,912306070691748348,大庆庆鲁朗润科技有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,91230607083235971J,黑龙江元素医疗科技有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,91230607129318351B,大庆石化建设有限公司,2018,大庆市龙凤区税务局税源管理一股
1,91230607325881141D,华润大庆医药有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,91230607795014296E,大庆高新区奥洁化工有限公司,2018,大庆高新技术产业开发区税务局税源管理一科
1,91230607X06584158B,中国石油天然气股份有限公司大庆炼化分公司,2018,国家税务总局哈尔滨市南岗区税务局先锋税务所
1,912301047441920255,哈尔滨市建国医药连锁有限公司仁里分店,2018,国家税务总局哈尔滨市道外区税务局三棵税务所
1,91230104749502168U,哈尔滨沪通医疗器械化玻经销有限公司,2018,国家税务总局哈尔滨市道外区税务局太古税务所
1,91230104749513860R,黑龙江省欣合永顺医药有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104749515639M,哈尔滨市中汇加油站,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,9123010474952990X6,哈尔滨创新电力设备有限公司,2018,国家税务总局哈尔滨市道外区税务局第三税务所
1,91230104752386858Y,黑龙江福瑞堂医药有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104756311757L,哈尔滨龙盛物流仓储有限公司,2018,国家税务总局哈尔滨市道外区税务局第三税务所
1,912301047563284016,哈尔滨禧龙综合批发大市场有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104769051130N,哈尔滨大中自动化工程有限公司,2018,国家税务总局哈尔滨市道外区税务局东莱税务所
1,912306045561447634,大庆油田昆仑集团有限公司综合服务分公司,2018,大庆市让胡路区税务局税源管理一股
1,912301047120613895,哈尔滨名厨餐料调味品有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104718420944W,黑龙江中达会计师事务所有限公司,2018,国家税务总局哈尔滨市道外区税务局第三税务所
1,91230104718433235L,哈尔滨市沈哈酸碱经销有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,9123010471847757X0,哈尔滨市广申汽车销售服务有限责任公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104727699799E,哈尔滨南方精密科技仪器有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104727735243H,哈尔滨哈锅锅炉电力设备有限公司,2018,国家税务总局哈尔滨市道外区税务局第六税务所
1,912301047313710161,哈尔滨市永达电梯工程有限公司,2018,国家税务总局哈尔滨市道外区税务局第三税务所
1,9123010473861309XK,哈尔滨昌华金属有限公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104744153384H,哈尔滨市哈发热力有限责任公司,2018,国家税务总局哈尔滨市道外区税务局第六税务所
1,91230104744156526J,哈尔滨市熙和物业管理有限责任公司,2018,国家税务总局哈尔滨市道外区税务局第六税务所
1,91230104712045303P,哈尔滨红旗装饰材料城有限责任公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,912301047120518420,哈尔滨市特隆塑料包装有限责任公司,2018,国家税务总局哈尔滨市道外区税务局新一税务所
1,91230104769066789M,哈尔滨双丰装饰材料有限公司,2018,国家税务总局哈尔滨市道外区税务局南马税务所
1,91231283746975779L,海伦市新泰大药房有限责任公司,2018,国家税务总局海伦市税务局第二税务分局
1,91232700131800067J,大兴安岭塔河林业局,2018,国家税务总局塔河县税务局第二税务分局
1,91232700333220191U,大兴安岭群力电力开发有限公司,2018,国家税务总局漠河市税务局第二税务分局
1,912327005606343004,龙江银行股份有限公司大兴安岭分行,2018,国家税务总局大兴安岭地区加格达奇区税务局第二税务分局
1,91232700663878092H,大兴安岭金马饭店有限责任公司,2018,国家税务总局大兴安岭地区加格达奇区税务局第二税务分局
1,912327007028010217,黑龙江省健安堂医药有限责任公司,2018,国家税务总局大兴安岭地区加格达奇区税务局第二税务分局
1,91232700736939715W,中国农业发展银行大兴安岭地区分行,2018,国家税务总局大兴安岭地区加格达奇区税务局第二税务分局
1,912312815786749339,安达市先源饲草种植有限公司,2018,国家税务总局安达市税务局安达税务分局
1,912312816638876348,黑龙江顺安化工有限公司,2018,国家税务总局安达市税务局第二税务分局
1,91231281762735492A,安达市信通通讯有限责任公司,2018,国家税务总局安达市税务局第二税务分局
1,91231281831265157X,中国农业银行股份有限公司安达市支行,2018,国家税务总局安达市税务局第二税务分局
1,912312823086272565,肇东市彦泽道路运输有限公司,2018,国家税务总局肇东市税务局昌五税务分局
1,912312825786938516,肇东市利波商贸有限公司,2018,国家税务总局肇东市税务局第二税务分局
1,912312826774543701,大庆国美电器有限公司肇东分公司,2018,国家税务总局肇东市税务局第二税务分局
1,91231282746963196N,肇东市大世界药品连锁有限公司大世界药店连锁三门店,2018,国家税务总局肇东市税务局第二税务分局
1,91231283077757941T,海伦市宏旭食品有限公司,2018,国家税务总局海伦市税务局第二税务分局
1,912312835927183738,海伦市新药特药大药房,2018,国家税务总局海伦市税务局第二税务分局
1,91230199301225131W,黑龙江太氏食品有限责任公司,2018,国家税务总局哈尔滨经济技术开发区税务局新伟税务所
1,912301993333870205,黑龙江供销电子商务股份有限公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局松祥税务所
